<p style=\"text-align: justify;\">Сайт DOC.UA также позволяет просмотреть через интернет, какие врачи осуществляют выезд на дом и какова цена подобной услуги. Вызвать доктора домой или оформить запись на приём можно онлайн круглосуточно. В ближайшее рабочее время менеджер перезвонит вам для подтверждения заявки, уточнения даты и времени приёма, а также стоимости услуг врача.</p>",NULL,NULL,0,"Генетика","Генетиков","Генетики",NULL,0,1,1,"<p style=\"text-align: justify;\">Детский генетик &ndash; это специалист, который выявляет причину генетических заболеваний у ребёнка, занимается их лечением или поддержанием стабильного состояния здоровья. Среди таких болезней следует выделить:</p>
<ul style=\"text-align: justify;\">
<li>врождённые дефекты развития (расщелина губы и нёба, повреждение позвонков, косолапость);</li>
<li>синдром Дауна, синдром Уильямса или ахондроплазия);</li>
<li>заболевания, которые могут привести к инвалидности (синдром фетального алкоголя или синдром ломкой Х хромосомы);</li>
<li>врождённые патологии метаболизма (кистозный фиброз, фенилкетонурия или болезнь серповидно-клеточной анемии);</li>
<li>заболевания, передающиеся на генном уровне (врождённые пороки сердца или гиперхолестеронемия, гемофилия, дальтонизм, Спина Бифида);</li>
<li>гигантизм или карликовость.</li>
</ul>
<h2 style=\"text-align: justify;\">Когда следует обратиться к врачу?</h2>
<p style=\"text-align: justify;\">Генетические заболевания специалисты чаще всего диагностируют ещё в роддоме или в некоторых случаях во время беременности. Стоит посетить детского генетика, если вы заметили у ребёнка ряд отклонений, среди них:</p>
<ul style=\"text-align: justify;\">
<li>задержка развития речи или опорно-двигательного аппарата, аутизм;</li>
<li>слишком высокий или низкий рост по сравнению со сверстниками;</li>
<li>расщелина губы.</li>
</ul>
<h3 style=\"text-align: justify;\">Какие анализы назначает:</h3>
<ul style=\"text-align: justify;\">
<li>общий анализ крови и мочи;</li>
<li>биопсия кожи или мышц;</li>
<li>генетический анализ.</li>
</ul>
<h3 style=\"text-align: justify;\">Как проходит приём у детского генетика?</h3>
<p style=\"text-align: justify;\">В первую очередь доктор задаёт родителям общие вопросы: Как проходила беременность? Были ли у родственников наследственные болезни? Сколько было ребёнку лет, когда он сказал первое слово? Когда он начал ползать, ходить? Сколько лет бабушке и дедушке? Сколько в семье братьев и сестёр? Ответы на эти вопросы помогают доктору определить, генетическая или хроническая болезнь у пациента.</p>
<h2 style=\"text-align: justify;\">Отзывы о детских генетиках</h2>
<p style=\"text-align: justify;\">Поиск доктора, который сможет найти подход к ребёнку и помочь победить болезнь &ndash; достаточно трудная задача. На DOC.UA вы найдёте отзывы реальных пациентов, которые проходили лечение или консультацию у врача. Отклики других людей дают возможность получить объективную картину о профессиональной компетентности выбранного специалиста. После посещения доктора вы также сможете оставить отзыв, независимо от того каким он будет, положительным или отрицательным.</p>
<h2 style=\"text-align: justify;\">Поиск хорошего детского врача через интернет &ndash; удобно и быстро</h2>
<p style=\"text-align: justify;\">На DOC.UA размещены анкеты квалифицированных детских врачей из Киева и других городов Украины. Здесь вы можете ознакомиться с образованием, профессиональными навыками доктора и отзывами о его работе. В телефонном режиме координаторы колл-центра DOC.UA ответят на все интересующие вас вопросы. Например, как добраться в клинику или подготовиться к приёму. Оставить заявку можно круглосуточно.</p>","","Генетик"
11,"Гематолог","gematolog",NULL,NULL,NULL,"<p style=\"text-align: justify;\">Гематолог &ndash; специалист клинической медицины, занимающийся лечебно-диагностическими мероприятиями различных заболеваний крови. Эта система включает органы кровообразования и кроверазрушения, а также непосредственно саму кровь. К первым относятся костный мозг, лимфоузлы и вилочковая железа; ко вторым &ndash; селезёнка, сосуды.</p>
<h3 style=\"text-align: justify;\">Врачи-гематологи работают в двух направлениях:</h3>
<ul style=\"text-align: justify;\">
<li>Клиницисты: занимаются клиническим лечением, диагностикой заболеваний кроветворной системы, а также профилактикой болезней крови. Назначают препараты, дозировки, анализы, следят за ходом лечения и контактируют непосредственно с пациентами.</li>
<li>Врачи-гематологи, которые занимаются диагностированием заболеваний крови в условиях лаборатории, проводят сложные анализы и расшифровывают их, изучают состояние и состав клеток костного мозга, проводят исследования свёртываемости крови, определяют группу крови и её резус-фактор, выявляют характер заболеваний крови.</li>
</ul>
<p style=\"text-align: justify;\">С гематологами часто сотрудничают травматологи при лечении гемофилии, повреждениях позвоночника, также хирурги, врачи-онкологи. Совместный труд приводит к положительной динамике.</p>
<h2 style=\"text-align: justify;\">Когда нужно идти на приём к гематологу?</h2>
<p style=\"text-align: justify;\">Случаев, когда нужно записаться на приём к гематологу, множество. Зная их, вы убережёте себя и близких от развития проблем кроветворной системы. К ним относятся:</p>
<ul style=\"text-align: justify;\">
<li>снижение аппетита;</li>
<li>потеря веса без причин;</li>
<li>бледность кожных покровов;</li>
<li>онемение и покалывание в конечностях;</li>
<li>озноб;</li>
<li>повышенная кровоточивость;</li>
<li>снижение иммунитета;</li>
<li>температура выше нормы длительное время;</li>
<li>приступы сильной усталости;</li>
<li>повышенное потоотделение;</li>
<li>обострение хронических заболеваний;</li>
<li>появление синяков.</li>
</ul>
<p style=\"text-align: justify;\">Подозрительным признаком, после которого необходимо обратиться к врачу, является появление новообразований в паховой зоне, в области подмышек и шеи.</p>
<h3 style=\"text-align: justify;\">Факторы, провоцирующие заболевания крови:</h3>
<ul style=\"text-align: justify;\">
<li>кровотечения;</li>
<li>анемия, недостаток фолиевой кислоты;</li>
<li>болезни костного мозга;</li>
<li>нарушения работы кишечника;</li>
<li>наследственность;</li>
<li>травмы;</li>
<li>проведённые оперативные манипуляции;</li>
<li>беременность и грудное вскармливание.</li>
</ul>
<p style=\"text-align: justify;\">Записаться на приём к гематологу рекомендуется сразу же после обнаружения каких-либо признаков. Доктор проведёт консультацию, назначит необходимые анализы и проведёт лечение, которое поможет избежать развития болезни. Заболевания кроветворных органов выявить сложно, поэтому только грамотный специалист сможет распознать и увидеть истинную причину появления тревожных симптомов.</p>
<h2 style=\"text-align: justify;\">Какие болезни лечит гематолог?</h2>
<p style=\"text-align: justify;\">Гематолог занимается лечением следующих патологических состояний:</p>
<ul style=\"text-align: justify;\">
<li>болезнь Верльгофа &ndash; повышенная кровоточивость, связанная со снижением уровня тромбоцитов;</li>
<li>анемия &ndash; снижение гемоглобина;</li>
<li>гемофилия &ndash; пониженная свёртываемость крови.</li>
<li>печёночная и почечная недостаточность;</li>
<li>лимфомы;</li>
<li>повышенная вязкость крови;</li>
<li>онкологические заболевания крови;</li>
<li>острая тромбоцитопения;</li>
<li>разные степени лучевой болезни;</li>
<li>нейролейкемия.</li>
</ul>
<p style=\"text-align: justify;\">Консультация гематолога необходима при острой стадии хронических заболеваний, которые негативно влияют на кровеносную систему.</p>
<p style=\"text-align: justify;\">Найти лучшего врача можно с помощью сайта DOC.UA. Обратившись к нам, вы узнаете всю информацию о докторах, применяемых ими методах лечения, перечне услуг и ценах в частных клиниках Киева и других городов Украины. Отзывы реальных пациентов помогут сделать выбор врача.</p>
<h2 style=\"text-align: justify;\">Как проходит осмотр у гематолога?</h2>
<p style=\"text-align: justify;\">Осмотр в кабинете гематолога в основном проходит визуально, при необходимости могут быть назначены клинические, лабораторные и инструментальные исследования. Сбор анамнеза, ознакомление с жалобами пациента помогут врачу определить течение болезни, её характер, срок давности. На приёме необходимо указать специалисту, какие лекарственные препараты вы принимаете, также рекомендуется ознакомить врача с имеющимися результатами анализов.</p>
<p style=\"text-align: justify;\">При осмотре специалист обращает внимание на состояние и оттенок кожи, черты внешности, прослушивает лёгкие и определяет размеры внутренних органов. Фоновые изменения органов и систем человека могут указывать на патологический процесс системы кроветворения.</p>
<p style=\"text-align: justify;\">Клинический осмотр определяет необходимость назначения тех или иных инструментальных и лабораторный исследований.</p>
<p style=\"text-align: justify;\">По окончании приёма, вы сможете задать врачу все интересующие вопросы, доктор ознакомит со спецификой заболевания и даст рекомендации по лечению.</p>
<h3 style=\"text-align: justify;\">Какие обследования назначает гематолог?</h3>
<h3 style=\"text-align: justify;\">Врачи-гематологи назначают следующие обследования:</h3>
<ul style=\"text-align: justify;\">
<li>общий анализ крови на определение формы и количества тромбоцитов и ретикулоцитов;</li>
<li>комплексный анализ показателей свёртываемости крови &ndash; коагулограмма;</li>
<li>генетическая экспертиза;</li>
<li>пункция тканей костного мозга;</li>
<li>изучение мазков крови, а также тканей костного мозга с помощью окрашивания;</li>
<li>маркеры гомоцистеина в крови;</li>
<li>диагностика анемии и определение концентрации ферритина;</li>
<li>железосвёртывающая способность сыворотки.</li>
</ul>
<h3 style=\"text-align: justify;\">Среди инструментальных исследований могут быть назначены анализы:</h3>
<ul style=\"text-align: justify;\">
<li>УЗИ лимфоузлов и внутренних органов полости брюшины;</li>
<li>биопсия с лабораторным гистологическим исследованием;</li>
<li>КТ;</li>
<li>изучение крови с помощью рентгенологического исследования;</li>
<li>радионуклидная визуализация костей, в которых находится костный мозг, основанная на использовании сцинтилляционной гамма-камеры.</li>
</ul>
<p style=\"text-align: justify;\">После изучения всех лабораторных анализов и результатов инструментальных исследований врач-гематолог может поставить окончательный диагноз и назначить правильное лечение.</p>
<h2 style=\"text-align: justify;\">Что лечит детский врач-гематолог?</h2>
<p style=\"text-align: justify;\">Родителям следует обратиться к детскому врачу-гематологу при следующих симптомах у ребёнка:</p>
<ul style=\"text-align: justify;\">
<li>бледность кожи наряду с проявлениями желтушности;</li>
<li>кровотечения разного характера;</li>
<li>частые беспричинные появления синяков.</li>
</ul>
<p style=\"text-align: justify;\">Следует прислушиваться к жалобам ребёнка на боль в позвоночнике, костях или суставах, головные боли или дискомфорт в области живота.</p>
<p style=\"text-align: justify;\">Наблюдение врачом детей с заболеваниями крови очень важно. Своевременная корректировка методов лечения и проведение необходимых анализов позволят ребёнку полноценно развиваться и избежать осложнений болезни.</p>
<h2 style=\"text-align: justify;\">Как выбрать специалиста по гематологии?</h2>
<p style=\"text-align: justify;\">При всем многообразии частных клиник и медцентров Киева, порой трудно определиться, к какому врачу-гематологу лучше обратиться. На сайте DOC.UA представлена база лучших специалистов в сфере гематологии из Киева и других городов, которые используют современные методы диагностики и лечения, а также постоянно повышают свою квалификацию. В анкете каждого врача можно ознакомиться со всеми профессиональными характеристиками и опытом работы.</p>
<p style=\"text-align: justify;\">Запись на приём ведётся по телефону и в онлайн-режиме. Визит к частному доктору можно запланировать на удобное для вас время. Стоимость консультации и цена вызова врача (при возможности) указаны на сайте. Здесь же вы можете узнать, возможен ли вызов доктора на дом. Сайт DOC.UA поможет вам позаботиться о вашем здоровье и здоровье ваших родных и близких с максимальным комфортом и выгодой для бюджета!</p>",NULL,NULL,0,"Гематолога","Гематологов","Гематологи",NULL,0,1,1,"<p style=\"text-align: justify;\">Детский гематолог &ndash; это врач, который специализируется на диагностике и лечении заболеваний крови у детей. Помимо этого, он изучает причины развития подобных заболеваний, методы их лечения и разрабатывает профилактические мероприятия для их предотвращения.</p>
<h2 style=\"text-align: justify;\">В компетенцию детского гематолога входит борьба со следующими болезнями:</h2>
<ul style=\"text-align: justify;\">
<li>анемия;</li>
<li>нарушение свёртываемости крови;</li>
<li>лимфомы;</li>
<li>множественная миелома;</li>
<li>лейкопения;</li>
<li>гематосаркома;</li>
<li>тромбоцитопения.</li>
</ul>
<h3 style=\"text-align: justify;\">Необходимо посетить врача при проявлении следующих симптомов:</h3>
<ul style=\"text-align: justify;\">
<li>у ребёнка стали часто проявляться синяки;</li>
<li>частые кровотечения из носа;</li>
<li>кожа стала бледной;</li>
<li>головные боли;</li>
<li>боли в животе;</li>
<li>болевые ощущения в костях.</li>
</ul>
<h2 style=\"text-align: justify;\">Как проходит консультация?</h2>
<p style=\"text-align: justify;\">Перед посещением детского врача-гематолога ребёнку не стоит кушать, а также следует воздержаться от большого количества жидкости. Эти правила необходимы, т.к. на приёме врач может взять анализ крови.</p>
<p style=\"text-align: justify;\">Приём начинается с выяснения жалоб. Доктор может узнать у родителей, как давно появились проблемы, давали ли ребёнку принимать какие-либо лекарства и посещали ли другого специалиста. В случае положительного ответа гематолог изучает готовые ранее результаты анализов.</p>
<p style=\"text-align: justify;\">Затем врач проводит осмотр, во время которого проверяет ротовую полость, горло, состояние кожи и цвет белочной оболочки глаз.</p>
<h3 style=\"text-align: justify;\">Детский гематолог назначает следующие обследования:</h3>
<ul style=\"text-align: justify;\">
<li>общий анализ крови;</li>
<li>коагулограмма;</li>
<li>КТ;</li>
<li>МРТ;</li>
<li>время свёртывания крови;</li>
<li>длительность кровотечения;</li>
<li>количество тромбоцитов в крови;</li>
<li>количество ретикулоцитов в крови.</li>
</ul>
<h2 style=\"text-align: justify;\">Отзывы о детских гематологах</h2>
<p style=\"text-align: justify;\">Сайт DOC.UA дает возможность пациентам, которые были на приёме у детского гематолога, оставить отзыв о работе врача. Мнение других людей поможет выбрать квалифицированного специалиста, не сомневаясь в своём решении.</p>
<h2 style=\"text-align: justify;\">Как найти детского врача через интернет?</h2>
<p style=\"text-align: justify;\">Если вам нужен детский врач в Киеве или любом другом городе Украины, специалиста нужной квалификации вы сможете найти на DOC.UA. Наш сайт собрал <a title=\"список гематологов Киева\" href=\"https://doc.ua/doctors/kiev/all/gematolog\">врачей в области гематологии из Киева</a> и других городов, с большим опытом работы и эффективными методами лечения. Анкета каждого специалиста содержит подробную информацию о его профессиональной деятельности и видах оказываемых услуг. Также в анкете указано, осуществляет ли доктор выезд на дом.</p>","","Гематолог"
12,"Гепатолог","gepatolog",NULL,NULL,NULL,"<p style=\"text-align: justify;\">Гепатолог &ndash; врач, занимающийся профилактикой, диагностикой и лечением заболеваний печени, а также жёлчных путей и жёлчного пузыря. Неправильный образ жизни и частое заболевание вирусными инфекциями приводит к тому, что печень перестаёт справляться с нагрузками, а приобретённый гепатит и цирроз впоследствии могут вызвать рак этого органа. По этой причине важно своевременно проводить диагностику и лечить патологии печени.</p>
<h3 style=\"text-align: justify;\">Гепатолог занимается лечением следующих болезней:</h3>
<ul style=\"text-align: justify;\">
<li>цирроз печени;</li>
<li>алкогольная болезнь печени;</li>
<li>герпетический гепатит;</li>
<li>болезнь легионеров;</li>
<li>жёлчнокаменная болезнь;</li>
<li>цитомегалический гепатит;</li>
<li>неалкогольный стеатогепатит;</li>
<li>жёлтая лихорадка;</li>
<li>энтеровирусный гепатит;</li>
<li>аутоиммунный гепатит;</li>
<li>токсический гепатит;</li>
<li>наследственные заболевания &mdash; Коновалова-Вильсона, Жильбера, Ротора;</li>
<li>гемохроматоз;</li>
<li>инфекционный мононуклеоз;</li>
<li>холангит;</li>
<li>токсоплазмоз;</li>
<li>лептоспироз;</li>
<li>астеновегетативный синдром;</li>
<li>лептоспироз и иные патологии;</li>
<li>опухоли печени (первичные, в том числе метастазы).</li>
</ul>
<p style=\"text-align: justify;\">Несмотря на широкий перечень заболеваний, большую часть из них составляет алкогольная, жировая болезнь печени и вирусные гепатиты. Поражения печени не всегда проявляют себя, а болевые ощущения могут быть минимальными, поэтому никогда не будет лишним консультативный приём для диагностики её состояния. Также кабинет гепатолога стоит посетить при малейших ощущениях тяжести, тянущей боли в этой области, слабости.</p>
<h3 style=\"text-align: justify;\">Симптомы, при которых стоит обратиться к гепатологу:</h3>
<ul style=\"text-align: justify;\">
<li>быстрая утомляемость, сонливость, раздражённость;</li>
<li>потемнение цвета мочи и осветление стула;</li>
<li>увеличение объёмов живота;</li>
<li>пожелтение кожных покровов;</li>
<li>яркая сыпь на теле, зуд.</li>
</ul>
<p style=\"text-align: justify;\">В большинстве случаев к гепатологу попадают пациенты после обследования у других специалистов, когда выявляются отклонения в биохимическом анализе крови. Бывает, что первым знаком является обнаруженное на УЗИ увеличение печени и селезёнки или повышенная активность сывороточных трансаминаз. В таком случае надо обязательно показаться гепатологу, поскольку даже незаметные изменения в анализах могут стать признаком тяжёлого поражения этого органа. К сожалению, иногда диагноз болезни печени обнаруживается уже на стадии цирроза.</p>
<h2 style=\"text-align: justify;\">Какие исследования может назначить врач-гепатолог?</h2>
<p style=\"text-align: justify;\">В первую очередь назначаются обязательные лабораторные исследования:</p>
<ul style=\"text-align: justify;\">
<li>общий анализ крови &mdash; для определения уровня гемоглобина, эритроцитов, лейкоцитов, тромбоцитов, их полных параметров, уровня гематокрита;</li>
<li>биохимический анализ крови &mdash; применяется для вычисления уровня печёночных ферментов, щелочной фосфатазы, билирубина и белка;</li>
<li>иммуноферментный анализ крови &mdash; для диагностики в крови присутствия специфических антител и антигенов при различных аномалиях;</li>
<li>анализ крови на маркеры вирусных гепатитов &mdash; позволяет определить гепатит, даже если отсутствуют явные симптомы данного заболевания;</li>
<li>гемостазиограмма &mdash; анализ крови для определения свёртывания крови;</li>
<li>анализ исследования по качеству обмена железа в крови;</li>
<li>анализы на маркеры опухолевых патологий в печени;</li>
<li>количественный и качественный анализ крови на гепатит С.</li>
</ul>
<p style=\"text-align: justify;\">При необходимости проводятся исследования с помощью дополнительного оборудования и инструментов:</p>
<ul style=\"text-align: justify;\">
<li>диагностика органов брюшной полости ультразвуком: обследование печени, поджелудочной железы, селезёнки, жёлчного пузыря, жёлчных протоков, ближайших органов забрюшинного отдела, сосудов;</li>
<li>компьютерная томография органов брюшной полости;</li>
<li>магнитно-резонансная томография, которая позволяет обнаружить мельчайшие новообразования, гематомы и аномалии;</li>
<li>эндоскопическая ретроградная холангиопанкреатография (ЭРХПГ) &mdash; комбинированный метод исследования жёлчевыводящих путей с помощью эндоскопии и рентгенографии;</li>
<li>колоноскопия &mdash; диагностический осмотр с использованием эндоскопа;</li>
<li>биопсия печени &ndash; получение образца подкожных жировых тканей и печени.</li>
</ul>
<h2 style=\"text-align: justify;\">Что необходимо делать перед приемом у гепатолога?</h2>
<p style=\"text-align: justify;\">Перед консультацией у врача-гепатолога следует:</p>
<ul>
<li>воздержание от употребления пищи на протяжении 12 ч.;</li>
<li>исключить прием алкоголя, курение и прием каких-либо лекарств (если препарат все-таки необходимо принять, об его приеме следует сообщить врачу);</li>
<li>за сутки огранить употребление жидкости.</li>
</ul>
<h2 style=\"text-align: justify;\">Как проходит консультация у детского гепатолога?</h2>
<p style=\"text-align: justify;\">Детский гепатолог проводит у детей диагностику и лечение инфекционных поражений печени, гепатитов, патологий при развитии жёлчных протоков, жёлчной болезни.</p>
<p style=\"text-align: justify;\">Для составления полноценного диагноза о состоянии печени у ребёнка, врач-гепатолог может направить его на консультативные приёмы к гематологу или инфекционисту. На своём приёме доктор использует метод пальпации для определения размера, плотности, примерных очертаний и поверхности печени. Кроме того, нужно сдать дополнительные лабораторные анализы: общий и биохимический анализы крови, а также кровь на маркеры гепатитов. Эти анализы являются стандартными для любых медицинских обследований, в том числе применяются и при диагностике болезней печени у детей.</p>
<p style=\"text-align: justify;\">При необходимости врач-гепатолог может назначить дополнительные ультразвуковые или лабораторные исследования, использовать радиологические методики диагностики. Данные варианты исследований позволяют наиболее полно и точно установить причины и стадии течения того или иного заболевания.</p>
<h2 style=\"text-align: justify;\">Выбрать врача-гепатолога через интернет удобно&nbsp;на DOC.UA!</h2>
<p style=\"text-align: justify;\">На нашем онлайн-ресурсе предоставлена информация о врачах, ценах, услугах, клиниках, отзывах других пациентов, перенесших болезни печени. У вас есть возможность бесплатно и быстро записаться на консультативный визит к гепатологу через интернет в Киеве или другом городе Украины, не затрачивая при этом лишнее временя и силы. Заявки принимаются круглосуточно, после чего операторы колл-центра свяжутся с вами в ближайшее рабочее время.</p>
<p style=\"text-align: justify;\">Кроме того, в анкетах можно найти данные о применяемых методах лечения и стоимости вызова специалиста при выезде на дом. Запись на консультацию в клиники и частные кабинеты ведётся через интернет или телефон.</p>",NULL,NULL,0,"Гепатолога","Гепатологов","Гепатологи",NULL,0,1,1,"<p style=\"text-align: justify;\">Детский гепатолог &ndash; это специалист, задача которого состоит в исследовании особенностей строения печени ребёнка, а также диагностике и лечении патологий печени.</p>
<h2 style=\"text-align: justify;\">Что лечит гепатолог у детей?</h2>
<p style=\"text-align: justify;\">В компетенцию доктора входит изучение и устранение следующих заболеваний:</p>
<ul style=\"text-align: justify;\">
<li>цирроз;</li>
<li>гепатит;</li>
<li>жёлчнокаменная болезнь;</li>
<li>токсоплазмоз;</li>
<li>легионеллез;</li>
<li>амариллез;</li>
<li>вирусный гепатит;</li>
<li>аутоиммунный гепатит;</li>
<li>токсичный гепатит;</li>
<li>гепатит С;</li>
<li>пигментный цирроз;</li>
<li>синдром Жильбера;</li>
<li>инфекционный мононуклеоз;</li>
<li>холангит.</li>
</ul>
<h3 style=\"text-align: justify;\">Какие обследования назначает детский врач-гепатолог?</h3>
<p style=\"text-align: justify;\">На усмотрение специалиста, для составления полной картины развития патологии он может назначить следующие виды диагностики:</p>
<ul style=\"text-align: justify;\">
<li>общий и биохимический анализ крови;</li>
<li>анализ мочи;</li>
<li>анализ кала;</li>
<li>УЗИ печени;</li>
<li>МРТ;</li>
<li>КТ;</li>
<li>биопсия печени;</li>
<li>ЭЭГ;</li>
<li>анализ эритроцитов в крови;</li>
<li>анализ ретикулоцитов в крови.</li>
</ul>
<h2 style=\"text-align: justify;\">Как проходит консультация у детского гепатолога?</h2>
<p style=\"text-align: justify;\">Доктор начинает приём со сбора информации о состоянии ребёнка. Его интересуют жалобы малыша, проявление каких-либо симптомов, предшествующих патологиям печени, а также время проявления этих признаков и их продолжительность. У родителей специалист узнаёт, страдали ли члены семьи наследственными болезнями печени. Затем ребёнка осматривают и отправляют его на дополнительную диагностику. После получения результатов анализов гепатолог ставит точный диагноз, определяет степень развития болезни и прописывает курс лечения.</p>
<h2 style=\"text-align: justify;\">Отзывы о детских гепатологах</h2>
<p style=\"text-align: justify;\">Найти хорошего врача для своего ребёнка сложно. Помочь в непростом выборе может DOC.UA. На сайте представлены отзывы пациентов о работе врачей, которые побывали на консультации или прошли лечение по записи через наш сервис. Отзывы оставлены реальными людьми и могут быть как положительными, так и отрицательными.</p>
<h2 style=\"text-align: justify;\">Как найти детского врача через интернет?</h2>
<p style=\"text-align: justify;\">DOC.UA &ndash; онлайн-сервис, где представлен список ведущих детских гепатологов в Киеве и других городах Украины. Здесь можно узнать подробную информацию о медработниках, представленную в их персональных анкетах. В профиле указывается стаж работы, виды оказываемых услуг, стоимость консультации и возможность выезда на дом. Записаться к врачу можно по телефону, указанному на сайте, или заполнив онлайн-заявку в любое удобное для вас время.</p>","","Гепатолог"
13,"Гинеколог","ginekolog",NULL,NULL,NULL,"<h2 style=\"text-align: justify;\">Кто такой гинеколог?</h2>
<p style=\"text-align: justify;\">Гинеколог &ndash; это доктор, который специализируется на предупреждении и лечении &laquo;женских&raquo; заболеваний: воспалительных процессов, гормональных сбоев, патологий органов малого таза. По окончанию университета все гинекологи проходят подготовку по акушерству и гинекологии, а с практикой некоторые врачи получают узкую специализацию:</p>
<ul style=\"text-align: justify;\">
<li>Гинеколог-эндокринолог диагностирует и лечит гормональные расстройства, возникающие в женском организме;</li>
<li>Акушер-гинеколог &ndash; женский врач, который занимается планированием и сопровождением беременности, предоставляет психологическую и физическую поддержку при подготовке и во время родов, при необходимости оказывает хирургическую помощь роженице;</li>
<li>Репродуктолог &ndash; доктор-гинеколог, помогающий стать родителями парам, столкнувшимся с неудачными попытками зачатия. В своей работе использует вспомогательные репродуктивные технологии, выполняет сложные диагностические манипуляции, не входящие в компетенцию гинеколога общей практики;</li>
<li>Урогинеколог обладает глубокими знаниями в гинекологии и урологии, выявляет и лечит патологии органов тазового дна у женщин, возникающие из-за хронических воспалительных процессов, после подъёма тяжестей, родов и оперативных вмешательств. В том числе дисфункции связок, мышц, нервных волокон и соединительных тканей;</li>
